location_id,zone,aisle,rack,temperature_class,capacity,current_utilization,status,restricted,allowed_product_type
QUAR-04-R04-B02,QUARANTINE,QUAR-04,R04,AMBIENT_20C,100,15,BLOCKED,False,GENERAL
QUAR-04-R04-B03,QUARANTINE,QUAR-04,R04,AMBIENT_20C,200,41,ACTIVE,False,GENERAL
QUAR-04-R04-B04,QUARANTINE,QUAR-04,R04,AMBIENT_20C,100,54,ACTIVE,False,GENERAL
QUAR-04-R05-B01,QUARANTINE,QUAR-04,R05,AMBIENT_20C,200,38,ACTIVE,False,GENERAL
QUAR-04-R05-B02,QUARANTINE,QUAR-04,R05,AMBIENT_20C,80,28,ACTIVE,False,GENERAL
QUAR-04-R05-B03,QUARANTINE,QUAR-04,R05,AMBIENT_20C,100,29,ACTIVE,False,GENERAL
QUAR-04-R05-B04,QUARANTINE,QUAR-04,R05,AMBIENT_20C,150,40,ACTIVE,False,GENERAL
HIGH-01-R01-B01,HIGH_VALUE,HIGH-01,R01,CONTROLLED_15C,150,37,RESTRICTED,True,BIOLOGIC
HIGH-01-R01-B02,HIGH_VALUE,HIGH-01,R01,CONTROLLED_15C,150,32,RESTRICTED,True,BIOLOGIC
HIGH-01-R01-B03,HIGH_VALUE,HIGH-01,R01,CONTROLLED_15C,150,29,RESTRICTED,True,BIOLOGIC
HIGH-01-R01-B04,HIGH_VALUE,HIGH-01,R01,CONTROLLED_15C,80,56,RESTRICTED,True,BIOLOGIC
HIGH-01-R02-B01,HIGH_VALUE,HIGH-01,R02,CONTROLLED_15C,80,57,RESTRICTED,True,BIOLOGIC
HIGH-01-R02-B02,HIGH_VALUE,HIGH-01,R02,CONTROLLED_15C,100,22,RESTRICTED,True,BIOLOGIC
HIGH-01-R02-B03,HIGH_VALUE,HIGH-01,R02,CONTROLLED_15C,200,27,RESTRICTED,True,BIOLOGIC
HIGH-01-R02-B04,HIGH_VALUE,HIGH-01,R02,CONTROLLED_15C,150,16,RESTRICTED,True,BIOLOGIC
HIGH-01-R03-B01,HIGH_VALUE,HIGH-01,R03,CONTROLLED_15C,150,24,RESTRICTED,True,BIOLOGIC
HIGH-01-R03-B02,HIGH_VALUE,HIGH-01,R03,CONTROLLED_15C,150,10,RESTRICTED,True,BIOLOGIC
HIGH-01-R03-B03,HIGH_VALUE,HIGH-01,R03,CONTROLLED_15C,100,27,RESTRICTED,True,BIOLOGIC
HIGH-01-R03-B04,HIGH_VALUE,HIGH-01,R03,CONTROLLED_15C,80,45,BLOCKED,True,BIOLOGIC
HIGH-01-R04-B01,HIGH_VALUE,HIGH-01,R04,CONTROLLED_15C,100,50,RESTRICTED,True,BIOLOGIC
HIGH-01-R04-B02,HIGH_VALUE,HIGH-01,R04,CONTROLLED_15C,200,16,RESTRICTED,True,BIOLOGIC
HIGH-01-R04-B03,HIGH_VALUE,HIGH-01,R04,CONTROLLED_15C,150,40,RESTRICTED,True,BIOLOGIC
HIGH-01-R04-B04,HIGH_VALUE,HIGH-01,R04,CONTROLLED_15C,150,21,RESTRICTED,True,BIOLOGIC
HIGH-01-R05-B01,HIGH_VALUE,HIGH-01,R05,CONTROLLED_15C,150,70,RESTRICTED,True,BIOLOGIC
HIGH-01-R05-B02,HIGH_VALUE,HIGH-01,R05,CONTROLLED_15C,80,62,RESTRICTED,True,BIOLOGIC
HIGH-01-R05-B03,HIGH_VALUE,HIGH-01,R05,CONTROLLED_15C,200,14,RESTRICTED,True,BIOLOGIC
HIGH-01-R05-B04,HIGH_VALUE,HIGH-01,R05,CONTROLLED_15C,80,19,RESTRICTED,True,BIOLOGIC
HIGH-02-R01-B01,HIGH_VALUE,HIGH-02,R01,CONTROLLED_15C,150,15,RESTRICTED,True,BIOLOGIC
HIGH-02-R01-B02,HIGH_VALUE,HIGH-02,R01,CONTROLLED_15C,80,45,RESTRICTED,True,BIOLOGIC
HIGH-02-R01-B03,HIGH_VALUE,HIGH-02,R01,CONTROLLED_15C,100,59,RESTRICTED,True,BIOLOGIC
HIGH-02-R01-B04,HIGH_VALUE,HIGH-02,R01,CONTROLLED_15C,200,68,RESTRICTED,True,BIOLOGIC
HIGH-02-R02-B01,HIGH_VALUE,HIGH-02,R02,CONTROLLED_15C,200,29,RESTRICTED,True,BIOLOGIC
HIGH-02-R02-B02,HIGH_VALUE,HIGH-02,R02,CONTROLLED_15C,80,49,RESTRICTED,True,BIOLOGIC
HIGH-02-R02-B03,HIGH_VALUE,HIGH-02,R02,CONTROLLED_15C,80,70,RESTRICTED,True,BIOLOGIC
HIGH-02-R02-B04,HIGH_VALUE,HIGH-02,R02,CONTROLLED_15C,100,26,RESTRICTED,True,BIOLOGIC
HIGH-02-R03-B01,HIGH_VALUE,HIGH-02,R03,CONTROLLED_15C,100,25,RESTRICTED,True,BIOLOGIC
HIGH-02-R03-B02,HIGH_VALUE,HIGH-02,R03,CONTROLLED_15C,80,20,RESTRICTED,True,BIOLOGIC
HIGH-02-R03-B03,HIGH_VALUE,HIGH-02,R03,CONTROLLED_15C,200,54,BLOCKED,True,BIOLOGIC
HIGH-02-R03-B04,HIGH_VALUE,HIGH-02,R03,CONTROLLED_15C,150,12,RESTRICTED,True,BIOLOGIC
HIGH-02-R04-B01,HIGH_VALUE,HIGH-02,R04,CONTROLLED_15C,150,54,RESTRICTED,True,BIOLOGIC
HIGH-02-R04-B02,HIGH_VALUE,HIGH-02,R04,CONTROLLED_15C,80,53,RESTRICTED,True,BIOLOGIC
HIGH-02-R04-B03,HIGH_VALUE,HIGH-02,R04,CONTROLLED_15C,150,60,RESTRICTED,True,BIOLOGIC
HIGH-02-R04-B04,HIGH_VALUE,HIGH-02,R04,CONTROLLED_15C,100,37,RESTRICTED,True,BIOLOGIC
HIGH-02-R05-B01,HIGH_VALUE,HIGH-02,R05,CONTROLLED_15C,100,51,RESTRICTED,True,BIOLOGIC
HIGH-02-R05-B02,HIGH_VALUE,HIGH-02,R05,CONTROLLED_15C,150,62,RESTRICTED,True,BIOLOGIC
HIGH-02-R05-B03,HIGH_VALUE,HIGH-02,R05,CONTROLLED_15C,80,20,RESTRICTED,True,BIOLOGIC
HIGH-02-R05-B04,HIGH_VALUE,HIGH-02,R05,CONTROLLED_15C,150,38,RESTRICTED,True,BIOLOGIC
HIGH-03-R01-B01,HIGH_VALUE,HIGH-03,R01,CONTROLLED_15C,150,54,RESTRICTED,True,BIOLOGIC
HIGH-03-R01-B02,HIGH_VALUE,HIGH-03,R01,CONTROLLED_15C,150,42,RESTRICTED,True,BIOLOGIC
HIGH-03-R01-B03,HIGH_VALUE,HIGH-03,R01,CONTROLLED_15C,200,15,RESTRICTED,True,BIOLOGIC
HIGH-03-R01-B04,HIGH_VALUE,HIGH-03,R01,CONTROLLED_15C,200,57,RESTRICTED,True,BIOLOGIC
HIGH-03-R02-B01,HIGH_VALUE,HIGH-03,R02,CONTROLLED_15C,150,11,RESTRICTED,True,BIOLOGIC
HIGH-03-R02-B02,HIGH_VALUE,HIGH-03,R02,CONTROLLED_15C,80,58,RESTRICTED,True,BIOLOGIC
HIGH-03-R02-B03,HIGH_VALUE,HIGH-03,R02,CONTROLLED_15C,150,46,RESTRICTED,True,BIOLOGIC
HIGH-03-R02-B04,HIGH_VALUE,HIGH-03,R02,CONTROLLED_15C,100,40,BLOCKED,True,BIOLOGIC
HIGH-03-R03-B01,HIGH_VALUE,HIGH-03,R03,CONTROLLED_15C,200,68,RESTRICTED,True,BIOLOGIC
HIGH-03-R03-B02,HIGH_VALUE,HIGH-03,R03,CONTROLLED_15C,200,50,RESTRICTED,True,BIOLOGIC
HIGH-03-R03-B03,HIGH_VALUE,HIGH-03,R03,CONTROLLED_15C,80,40,RESTRICTED,True,BIOLOGIC
HIGH-03-R03-B04,HIGH_VALUE,HIGH-03,R03,CONTROLLED_15C,150,30,RESTRICTED,True,BIOLOGIC
HIGH-03-R04-B01,HIGH_VALUE,HIGH-03,R04,CONTROLLED_15C,100,31,RESTRICTED,True,BIOLOGIC
HIGH-03-R04-B02,HIGH_VALUE,HIGH-03,R04,CONTROLLED_15C,200,28,RESTRICTED,True,BIOLOGIC
HIGH-03-R04-B03,HIGH_VALUE,HIGH-03,R04,CONTROLLED_15C,200,62,RESTRICTED,True,BIOLOGIC
HIGH-03-R04-B04,HIGH_VALUE,HIGH-03,R04,CONTROLLED_15C,80,39,RESTRICTED,True,BIOLOGIC
HIGH-03-R05-B01,HIGH_VALUE,HIGH-03,R05,CONTROLLED_15C,150,30,RESTRICTED,True,BIOLOGIC
HIGH-03-R05-B02,HIGH_VALUE,HIGH-03,R05,CONTROLLED_15C,200,65,RESTRICTED,True,BIOLOGIC
HIGH-03-R05-B03,HIGH_VALUE,HIGH-03,R05,CONTROLLED_15C,80,52,RESTRICTED,True,BIOLOGIC
HIGH-03-R05-B04,HIGH_VALUE,HIGH-03,R05,CONTROLLED_15C,200,36,RESTRICTED,True,BIOLOGIC
HIGH-04-R01-B01,HIGH_VALUE,HIGH-04,R01,CONTROLLED_15C,150,49,RESTRICTED,True,BIOLOGIC
HIGH-04-R01-B02,HIGH_VALUE,HIGH-04,R01,CONTROLLED_15C,200,58,RESTRICTED,True,BIOLOGIC
HIGH-04-R01-B03,HIGH_VALUE,HIGH-04,R01,CONTROLLED_15C,150,45,RESTRICTED,True,BIOLOGIC
HIGH-04-R01-B04,HIGH_VALUE,HIGH-04,R01,CONTROLLED_15C,150,38,RESTRICTED,True,BIOLOGIC
HIGH-04-R02-B01,HIGH_VALUE,HIGH-04,R02,CONTROLLED_15C,200,17,RESTRICTED,True,BIOLOGIC
HIGH-04-R02-B02,HIGH_VALUE,HIGH-04,R02,CONTROLLED_15C,100,55,BLOCKED,True,BIOLOGIC
HIGH-04-R02-B03,HIGH_VALUE,HIGH-04,R02,CONTROLLED_15C,80,45,RESTRICTED,True,BIOLOGIC
HIGH-04-R02-B04,HIGH_VALUE,HIGH-04,R02,CONTROLLED_15C,100,63,RESTRICTED,True,BIOLOGIC
HIGH-04-R03-B01,HIGH_VALUE,HIGH-04,R03,CONTROLLED_15C,200,70,RESTRICTED,True,BIOLOGIC
HIGH-04-R03-B02,HIGH_VALUE,HIGH-04,R03,CONTROLLED_15C,100,41,RESTRICTED,True,BIOLOGIC
HIGH-04-R03-B03,HIGH_VALUE,HIGH-04,R03,CONTROLLED_15C,150,42,RESTRICTED,True,BIOLOGIC
HIGH-04-R03-B04,HIGH_VALUE,HIGH-04,R03,CONTROLLED_15C,200,63,RESTRICTED,True,BIOLOGIC
HIGH-04-R04-B01,HIGH_VALUE,HIGH-04,R04,CONTROLLED_15C,200,25,RESTRICTED,True,BIOLOGIC
HIGH-04-R04-B02,HIGH_VALUE,HIGH-04,R04,CONTROLLED_15C,100,34,RESTRICTED,True,BIOLOGIC
HIGH-04-R04-B03,HIGH_VALUE,HIGH-04,R04,CONTROLLED_15C,100,65,RESTRICTED,True,BIOLOGIC
HIGH-04-R04-B04,HIGH_VALUE,HIGH-04,R04,CONTROLLED_15C,200,31,RESTRICTED,True,BIOLOGIC
HIGH-04-R05-B01,HIGH_VALUE,HIGH-04,R05,CONTROLLED_15C,150,62,RESTRICTED,True,BIOLOGIC
HIGH-04-R05-B02,HIGH_VALUE,HIGH-04,R05,CONTROLLED_15C,150,63,BLOCKED,True,BIOLOGIC
HIGH-04-R05-B03,HIGH_VALUE,HIGH-04,R05,CONTROLLED_15C,200,65,RESTRICTED,True,BIOLOGIC
HIGH-04-R05-B04,HIGH_VALUE,HIGH-04,R05,CONTROLLED_15C,200,32,RESTRICTED,True,BIOLOGIC
CONT-01-R01-B01,CONTROLLED_ACCESS,CONT-01,R01,FROZEN_20C,200,39,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-01-R01-B02,CONTROLLED_ACCESS,CONT-01,R01,FROZEN_20C,100,54,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-01-R01-B03,CONTROLLED_ACCESS,CONT-01,R01,FROZEN_20C,200,24,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-01-R01-B04,CONTROLLED_ACCESS,CONT-01,R01,FROZEN_20C,200,12,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-01-R02-B01,CONTROLLED_ACCESS,CONT-01,R02,FROZEN_20C,200,55,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-01-R02-B02,CONTROLLED_ACCESS,CONT-01,R02,FROZEN_20C,200,34,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-01-R02-B03,CONTROLLED_ACCESS,CONT-01,R02,FROZEN_20C,100,41,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-01-R02-B04,CONTROLLED_ACCESS,CONT-01,R02,FROZEN_20C,100,42,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-01-R03-B01,CONTROLLED_ACCESS,CONT-01,R03,FROZEN_20C,150,65,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-01-R03-B02,CONTROLLED_ACCESS,CONT-01,R03,FROZEN_20C,200,16,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-01-R03-B03,CONTROLLED_ACCESS,CONT-01,R03,FROZEN_20C,200,10,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-01-R03-B04,CONTROLLED_ACCESS,CONT-01,R03,FROZEN_20C,200,65,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-01-R04-B01,CONTROLLED_ACCESS,CONT-01,R04,FROZEN_20C,100,14,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-01-R04-B02,CONTROLLED_ACCESS,CONT-01,R04,FROZEN_20C,150,31,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-01-R04-B03,CONTROLLED_ACCESS,CONT-01,R04,FROZEN_20C,200,51,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-01-R04-B04,CONTROLLED_ACCESS,CONT-01,R04,FROZEN_20C,150,64,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-01-R05-B01,CONTROLLED_ACCESS,CONT-01,R05,FROZEN_20C,200,30,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-01-R05-B02,CONTROLLED_ACCESS,CONT-01,R05,FROZEN_20C,200,65,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-01-R05-B03,CONTROLLED_ACCESS,CONT-01,R05,FROZEN_20C,80,25,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-01-R05-B04,CONTROLLED_ACCESS,CONT-01,R05,FROZEN_20C,150,24,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-02-R01-B01,CONTROLLED_ACCESS,CONT-02,R01,FROZEN_20C,200,16,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-02-R01-B02,CONTROLLED_ACCESS,CONT-02,R01,FROZEN_20C,80,38,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-02-R01-B03,CONTROLLED_ACCESS,CONT-02,R01,FROZEN_20C,150,67,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-02-R01-B04,CONTROLLED_ACCESS,CONT-02,R01,FROZEN_20C,150,60,BLOCKED,True,CONTROLLED_SUBSTANCE
CONT-02-R02-B01,CONTROLLED_ACCESS,CONT-02,R02,FROZEN_20C,150,33,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-02-R02-B02,CONTROLLED_ACCESS,CONT-02,R02,FROZEN_20C,100,43,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-02-R02-B03,CONTROLLED_ACCESS,CONT-02,R02,FROZEN_20C,100,20,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-02-R02-B04,CONTROLLED_ACCESS,CONT-02,R02,FROZEN_20C,200,49,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-02-R03-B01,CONTROLLED_ACCESS,CONT-02,R03,FROZEN_20C,200,68,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-02-R03-B02,CONTROLLED_ACCESS,CONT-02,R03,FROZEN_20C,100,39,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-02-R03-B03,CONTROLLED_ACCESS,CONT-02,R03,FROZEN_20C,200,26,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-02-R03-B04,CONTROLLED_ACCESS,CONT-02,R03,FROZEN_20C,200,67,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-02-R04-B01,CONTROLLED_ACCESS,CONT-02,R04,FROZEN_20C,100,14,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-02-R04-B02,CONTROLLED_ACCESS,CONT-02,R04,FROZEN_20C,150,47,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-02-R04-B03,CONTROLLED_ACCESS,CONT-02,R04,FROZEN_20C,200,54,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-02-R04-B04,CONTROLLED_ACCESS,CONT-02,R04,FROZEN_20C,150,22,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-02-R05-B01,CONTROLLED_ACCESS,CONT-02,R05,FROZEN_20C,200,16,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-02-R05-B02,CONTROLLED_ACCESS,CONT-02,R05,FROZEN_20C,150,46,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-02-R05-B03,CONTROLLED_ACCESS,CONT-02,R05,FROZEN_20C,150,11,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-02-R05-B04,CONTROLLED_ACCESS,CONT-02,R05,FROZEN_20C,200,27,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-03-R01-B01,CONTROLLED_ACCESS,CONT-03,R01,FROZEN_20C,80,68,BLOCKED,True,CONTROLLED_SUBSTANCE
CONT-03-R01-B02,CONTROLLED_ACCESS,CONT-03,R01,FROZEN_20C,200,63,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-03-R01-B03,CONTROLLED_ACCESS,CONT-03,R01,FROZEN_20C,150,59,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-03-R01-B04,CONTROLLED_ACCESS,CONT-03,R01,FROZEN_20C,150,24,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-03-R02-B01,CONTROLLED_ACCESS,CONT-03,R02,FROZEN_20C,150,53,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-03-R02-B02,CONTROLLED_ACCESS,CONT-03,R02,FROZEN_20C,100,50,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-03-R02-B03,CONTROLLED_ACCESS,CONT-03,R02,FROZEN_20C,80,29,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-03-R02-B04,CONTROLLED_ACCESS,CONT-03,R02,FROZEN_20C,80,47,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-03-R03-B01,CONTROLLED_ACCESS,CONT-03,R03,FROZEN_20C,100,15,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-03-R03-B02,CONTROLLED_ACCESS,CONT-03,R03,FROZEN_20C,150,57,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-03-R03-B03,CONTROLLED_ACCESS,CONT-03,R03,FROZEN_20C,100,18,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-03-R03-B04,CONTROLLED_ACCESS,CONT-03,R03,FROZEN_20C,150,43,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-03-R04-B01,CONTROLLED_ACCESS,CONT-03,R04,FROZEN_20C,150,63,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-03-R04-B02,CONTROLLED_ACCESS,CONT-03,R04,FROZEN_20C,200,61,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-03-R04-B03,CONTROLLED_ACCESS,CONT-03,R04,FROZEN_20C,150,61,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-03-R04-B04,CONTROLLED_ACCESS,CONT-03,R04,FROZEN_20C,80,19,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-03-R05-B01,CONTROLLED_ACCESS,CONT-03,R05,FROZEN_20C,100,65,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-03-R05-B02,CONTROLLED_ACCESS,CONT-03,R05,FROZEN_20C,200,64,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-03-R05-B03,CONTROLLED_ACCESS,CONT-03,R05,FROZEN_20C,150,15,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-03-R05-B04,CONTROLLED_ACCESS,CONT-03,R05,FROZEN_20C,80,26,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-04-R01-B01,CONTROLLED_ACCESS,CONT-04,R01,FROZEN_20C,200,33,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-04-R01-B02,CONTROLLED_ACCESS,CONT-04,R01,FROZEN_20C,150,47,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-04-R01-B03,CONTROLLED_ACCESS,CONT-04,R01,FROZEN_20C,150,16,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-04-R01-B04,CONTROLLED_ACCESS,CONT-04,R01,FROZEN_20C,200,11,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-04-R02-B01,CONTROLLED_ACCESS,CONT-04,R02,FROZEN_20C,150,68,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-04-R02-B02,CONTROLLED_ACCESS,CONT-04,R02,FROZEN_20C,80,50,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-04-R02-B03,CONTROLLED_ACCESS,CONT-04,R02,FROZEN_20C,150,51,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-04-R02-B04,CONTROLLED_ACCESS,CONT-04,R02,FROZEN_20C,100,12,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-04-R03-B01,CONTROLLED_ACCESS,CONT-04,R03,FROZEN_20C,150,41,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-04-R03-B02,CONTROLLED_ACCESS,CONT-04,R03,FROZEN_20C,100,66,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-04-R03-B03,CONTROLLED_ACCESS,CONT-04,R03,FROZEN_20C,200,39,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-04-R03-B04,CONTROLLED_ACCESS,CONT-04,R03,FROZEN_20C,200,47,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-04-R04-B01,CONTROLLED_ACCESS,CONT-04,R04,FROZEN_20C,100,66,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-04-R04-B02,CONTROLLED_ACCESS,CONT-04,R04,FROZEN_20C,80,63,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-04-R04-B03,CONTROLLED_ACCESS,CONT-04,R04,FROZEN_20C,200,70,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-04-R04-B04,CONTROLLED_ACCESS,CONT-04,R04,FROZEN_20C,80,54,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-04-R05-B01,CONTROLLED_ACCESS,CONT-04,R05,FROZEN_20C,200,38,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-04-R05-B02,CONTROLLED_ACCESS,CONT-04,R05,FROZEN_20C,150,16,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-04-R05-B03,CONTROLLED_ACCESS,CONT-04,R05,FROZEN_20C,150,44,RESTRICTED,True,CONTROLLED_SUBSTANCE
CONT-04-R05-B04,CONTROLLED_ACCESS,CONT-04,R05,FROZEN_20C,150,13,RESTRICTED,True,CONTROLLED_SUBSTANCE
